interaction_id,user_id,song_id,play_count,liked,skipped,rating,device,session_duration_sec,timestamp,engagement_score,is_positive,age,gender,preferred_genre,preferred_language,song_name,artist,genre,language,duration_sec,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo_bpm
I007969,U0437,S0227,2,1,0,3,Web,539,45959.41366,5.1,0,18,Male,Electronic,English,Song_0227,Artist_075,Rock,Hindi,217,43,0.309,0.581,-11.64,0.156,0.807,0.866,0.516,0.915,167.62
I007970,U0127,S0358,3,1,0,1,Mobile,747,46156.25626,4.2,0,52,Female,Indie,English,Song_0358,Artist_089,Hip-Hop,English,317,9,0.214,0.444,-12.69,0.215,0.495,0.818,0.375,0.631,126.31
I007971,U0733,S0250,7,1,0,2,Web,759,45797.24044,6.9,0,28,Other,Lo-Fi,English,Song_0250,Artist_032,Electronic,Hindi,231,88,0.654,0.638,-5.34,0.068,0.116,0.029,0.361,0.923,189.29
I007972,U0712,S0050,5,1,0,4,Tablet,827,46081.01829,7.3,1,36,Male,Pop,English,Song_0050,Artist_087,Rock,Hindi,278,64,0.202,0.493,-8.59,0.222,0.845,0.086,0.701,0.382,67.74
I007973,U0417,S0214,1,0,0,5,Mobile,208,46247.8366,4,0,43,Female,R&B,Hindi,Song_0214,Artist_095,Indie,English,322,18,0.464,0.75,-6.99,0.147,0.809,0.505,0.493,0.609,154.49
I007974,U0638,S0380,6,1,1,4,Web,554,45704.87453,5.8,0,60,Male,Lo-Fi,English,Song_0380,Artist_047,Pop,Tamil,165,43,0.261,0.972,-8.95,0.279,0.536,0.295,0.352,0.294,143.2
I007975,U0041,S0389,4,0,0,4,Web,779,46248.07233,4.8,0,54,Male,Indie,English,Song_0389,Artist_023,Hip-Hop,Hindi,167,58,0.883,0.433,-7.06,0.145,0.8,0.432,0.231,0.94,158.21
I007976,U0787,S0432,5,0,0,4,Mobile,650,45894.6569,5.3,0,49,Male,Rock,Hindi,Song_0432,Artist_056,Pop,English,274,19,0.907,0.888,-13.7,0.144,0.4,0.887,0.496,0.373,145.98
I007977,U0469,S0269,6,1,0,5,Desktop,881,46042.83513,8.5,1,20,Female,Hip-Hop,English,Song_0269,Artist_021,Country,English,168,49,0.403,0.485,-12.54,0.162,0.465,0.703,0.483,0.109,188.33
I007978,U0297,S0288,1,1,0,5,Mobile,838,45821.29634,6,1,29,Male,Electronic,English,Song_0288,Artist_058,Indie,English,333,80,0.715,0.32,-2.88,0.057,0.693,0.725,0.162,0.547,113.56
I007979,U0597,S0195,6,1,0,3,Mobile,832,45758.72634,7.1,0,34,Female,Electronic,English,Song_0195,Artist_030,Jazz,Spanish,276,33,0.886,0.521,-6.72,0.082,0.29,0.298,0.246,0.664,149.36
I007980,U0601,S0254,3,1,1,4,Tablet,670,45753.39464,4.3,0,37,Male,Hip-Hop,Hindi,Song_0254,Artist_040,Rock,Tamil,326,39,0.878,0.312,-2.91,0.168,0.843,0.428,0.448,0.682,98.33
I007981,U0042,S0079,3,1,1,3,Mobile,439,45808.44251,3.6,0,33,Male,Electronic,English,Song_0079,Artist_020,Country,English,220,13,0.876,0.668,-12,0.102,0.913,0.9,0.679,0.249,99.63
I007982,U0632,S0475,5,1,0,5,Mobile,138,46224.46545,8,1,48,Female,Pop,Spanish,Song_0475,Artist_031,Hip-Hop,English,340,57,0.718,0.794,-7.17,0.296,0.492,0.686,0.739,0.325,169.01
I007983,U0279,S0244,1,0,0,4,Mobile,138,45811.38777,3.3,0,53,Male,Classical,Spanish,Song_0244,Artist_062,R&B,Tamil,258,1,0.219,0.468,-4.87,0.24,0.696,0.886,0.789,0.869,179.32
I007984,U0459,S0091,5,1,1,4,Desktop,174,45862.50487,5.3,0,38,Male,Electronic,Telugu,Song_0091,Artist_083,Pop,English,151,80,0.703,0.825,-5.56,0.051,0.284,0.211,0.104,0.561,101.19
I007985,U0033,S0414,3,0,0,5,Tablet,389,45839.44882,5,0,31,Male,Electronic,English,Song_0414,Artist_030,Hip-Hop,English,172,40,0.385,0.746,-13.61,0.038,0.577,0.084,0.513,0.583,64.96
I007986,U0276,S0006,2,1,0,4,Web,844,46188.727,5.8,1,26,Female,Electronic,Telugu,Song_0006,Artist_040,Hip-Hop,English,214,44,0.342,0.516,-5.47,0.021,0.592,0.445,0.463,0.381,66.12
I007987,U0665,S0281,4,1,0,4,Mobile,272,46165.97157,6.8,1,39,Male,Rock,Telugu,Song_0281,Artist_037,Lo-Fi,Hindi,343,90,0.6,0.56,-7.72,0.226,0.809,0.515,0.404,0.568,95.16
I007988,U0090,S0412,7,1,0,3,Mobile,470,46196.49317,7.6,0,16,Male,Country,English,Song_0412,Artist_060,Indie,English,271,21,0.523,0.768,-10.67,0.289,0.258,0.393,0.773,0.951,159.19
I007989,U0616,S0446,6,1,0,4,Mobile,20,45685.61363,7.8,1,34,Male,Hip-Hop,English,Song_0446,Artist_042,Jazz,Spanish,294,62,0.481,0.517,-11.96,0.248,0.813,0.19,0.135,0.119,187.4
I007990,U0948,S0150,4,1,0,3,Web,448,45891.41106,6.1,0,26,Female,Pop,Hindi,Song_0150,Artist_093,Electronic,Telugu,300,65,0.589,0.163,-10.33,0.021,0.412,0.739,0.509,0.166,106.47
I007991,U0524,S0324,2,0,0,3,Mobile,880,46025.41067,3.1,0,50,Male,Hip-Hop,English,Song_0324,Artist_067,Pop,English,229,62,0.85,0.583,-12.05,0.043,0.537,0.1,0.634,0.864,147.35
I007992,U0160,S0399,3,1,0,5,Tablet,868,45970.10774,7,1,17,Female,Rock,English,Song_0399,Artist_064,Hip-Hop,Telugu,233,28,0.275,0.654,-10.93,0.234,0.715,0.127,0.244,0.308,64.53
I007993,U0929,S0282,3,0,0,5,Mobile,538,45853.13918,5,0,26,Female,Hip-Hop,English,Song_0282,Artist_068,Rock,Hindi,191,80,0.468,0.916,-10.33,0.04,0.693,0.432,0.78,0.151,112.05
I007994,U0458,S0191,4,1,0,5,Mobile,641,45781.50742,7.5,1,52,Female,Indie,Telugu,Song_0191,Artist_016,Lo-Fi,Telugu,213,42,0.471,0.792,-5.28,0.166,0.098,0.217,0.764,0.848,100.48
I007995,U0708,S0274,4,1,0,4,Mobile,181,46240.4485,6.8,1,49,Female,Hip-Hop,English,Song_0274,Artist_017,Indie,Hindi,303,48,0.738,0.752,-9.69,0.099,0.545,0.806,0.415,0.811,122.22
I007996,U0399,S0073,3,1,0,4,Mobile,886,46045.34389,6.3,1,59,Female,Jazz,English,Song_0073,Artist_039,Electronic,Telugu,270,66,0.411,0.69,-13.77,0.274,0.441,0.071,0.52,0.208,96.79
I007997,U0819,S0447,3,1,0,4,Mobile,425,46239.28154,6.3,1,16,Female,Electronic,English,Song_0447,Artist_021,Hip-Hop,English,294,100,0.787,0.705,-14.22,0.228,0.884,0.605,0.351,0.959,174.68
I007998,U0774,S0318,8,1,0,4,Tablet,374,45848.39628,8.8,1,45,Male,Electronic,English,Song_0318,Artist_076,Electronic,English,349,77,0.924,0.914,-10.33,0.083,0.804,0.524,0.079,0.55,127.99
I007999,U0091,S0500,4,1,0,4,Mobile,619,45741.87082,6.8,1,40,Male,Pop,English,Song_0500,Artist_013,Lo-Fi,Telugu,286,65,0.241,0.195,-5.85,0.211,0.375,0.145,0.161,0.103,155.47
I008000,U0709,S0068,4,0,1,4,Mobile,191,46046.1114,2.8,0,56,Other,Indie,English,Song_0068,Artist_017,Country,English,249,10,0.372,0.373,-6.91,0.061,0.725,0.893,0.788,0.818,133.14
I008001,U0581,S0304,7,1,0,5,Tablet,793,45932.96647,9,1,24,Female,R&B,English,Song_0304,Artist_048,R&B,English,249,31,0.577,0.241,-14.77,0.108,0.532,0.201,0.709,0.219,178.88
I008002,U0466,S0434,3,1,1,5,Tablet,382,45838.202,5,0,34,Other,Rock,English,Song_0434,Artist_031,Pop,English,268,7,0.242,0.755,-6.34,0.094,0.462,0.774,0.058,0.566,70.82
I008003,U0220,S0063,6,1,0,4,Mobile,212,46212.64454,7.8,1,39,Female,R&B,Hindi,Song_0063,Artist_089,Lo-Fi,Hindi,203,88,0.932,0.918,-11.72,0.171,0.434,0.583,0.071,0.157,152.85
I008004,U0419,S0453,4,1,0,2,Web,57,46250.55231,5.4,0,52,Female,Rock,Telugu,Song_0453,Artist_080,Lo-Fi,Tamil,252,71,0.695,0.471,-9.96,0.073,0.775,0.386,0.535,0.893,153.45
I008005,U0379,S0493,5,1,0,4,Mobile,343,45808.67721,7.3,1,29,Female,R&B,English,Song_0493,Artist_059,Jazz,Tamil,235,60,0.543,0.31,-5.47,0.103,0.714,0.62,0.203,0.852,152.58
I008006,U0726,S0134,5,1,1,4,Mobile,235,45667.36705,5.3,0,34,Female,Classical,Hindi,Song_0134,Artist_038,Indie,English,236,74,0.328,0.926,-14.6,0.19,0.914,0.359,0.69,0.663,99.61
I008007,U0930,S0442,2,1,0,4,Mobile,794,46224.78321,5.8,1,23,Female,R&B,Spanish,Song_0442,Artist_001,Classical,English,183,27,0.577,0.737,-4.6,0.085,0.906,0.166,0.513,0.623,153.8
I008008,U0447,S0307,1,1,0,4,Web,894,45831.22935,5.3,1,45,Female,Lo-Fi,English,Song_0307,Artist_063,Country,Spanish,338,53,0.961,0.163,-9.79,0.152,0.266,0.471,0.351,0.972,120.11
I008009,U0964,S0268,7,1,1,5,Desktop,736,45762.22009,7,0,35,Male,Pop,English,Song_0268,Artist_049,Indie,Hindi,164,2,0.544,0.173,-5.58,0.27,0.123,0.275,0.744,0.523,168.29
I008010,U0146,S0223,4,1,0,4,Mobile,809,46205.61519,6.8,1,45,Female,Jazz,Hindi,Song_0223,Artist_054,R&B,Hindi,245,9,0.468,0.506,-2.72,0.3,0.749,0.687,0.61,0.197,162.43
I008011,U0233,S0431,2,0,1,5,Desktop,512,46192.19696,2.5,0,35,Male,Indie,Tamil,Song_0431,Artist_085,Jazz,English,255,66,0.753,0.854,-12.66,0.062,0.235,0.555,0.543,0.3,93.74
I008012,U0371,S0126,2,0,0,5,Mobile,805,46188.04572,4.5,0,28,Female,Indie,Tamil,Song_0126,Artist_094,Indie,English,334,40,0.925,0.22,-6.44,0.128,0.222,0.364,0.562,0.57,183.51
I008013,U0922,S0265,4,1,0,4,Mobile,647,45872.19976,6.8,1,19,Male,Hip-Hop,Telugu,Song_0265,Artist_099,Jazz,English,354,68,0.422,0.248,-13.82,0.033,0.21,0.496,0.456,0.208,126.02
I008014,U0234,S0007,6,1,0,3,Mobile,122,46217.00162,7.1,0,51,Male,Country,Telugu,Song_0007,Artist_056,Hip-Hop,English,331,86,0.6,0.258,-8.39,0.282,0.276,0.659,0.547,0.057,174.28
I008015,U0726,S0413,5,1,0,5,Mobile,641,46053.91378,8,1,34,Female,Classical,Hindi,Song_0413,Artist_051,Indie,English,218,99,0.73,0.95,-13.38,0.173,0.907,0.706,0.422,0.485,135.99
I008016,U0367,S0206,4,0,0,5,Desktop,519,46227.34913,5.5,0,41,Female,Electronic,Telugu,Song_0206,Artist_055,Classical,Hindi,223,93,0.844,0.563,-9.31,0.029,0.47,0.403,0.65,0.732,114.75
I008017,U0481,S0179,3,1,0,3,Mobile,804,45896.93615,5.6,0,27,Male,Country,Tamil,Song_0179,Artist_023,R&B,Tamil,200,54,0.927,0.431,-14.98,0.176,0.229,0.578,0.252,0.711,125.93
I008018,U0573,S0468,2,0,0,4,Web,289,45938.41215,3.8,0,20,Female,Hip-Hop,English,Song_0468,Artist_014,Lo-Fi,English,223,68,0.469,0.494,-10.97,0.193,0.824,0.658,0.424,0.868,71.01
I008019,U0363,S0496,4,1,0,1,Mobile,478,45827.9106,4.7,0,58,Male,Classical,English,Song_0496,Artist_004,Pop,English,316,27,0.666,0.586,-11.3,0.094,0.829,0.422,0.461,0.509,94.01
I008020,U0590,S0183,8,0,0,3,Mobile,77,45898.87606,6.1,0,24,Male,Hip-Hop,English,Song_0183,Artist_059,Classical,Telugu,357,99,0.562,0.926,-7.1,0.099,0.603,0.39,0.773,0.805,135.68
I008021,U0511,S0480,3,0,0,5,Web,455,46082.13061,5,0,22,Female,Jazz,English,Song_0480,Artist_086,Lo-Fi,Hindi,151,30,0.693,0.408,-6.82,0.218,0.839,0.475,0.111,0.734,80.08
I008022,U0095,S0443,6,0,0,4,Desktop,834,45722.39872,5.8,0,16,Male,Country,English,Song_0443,Artist_065,Electronic,Hindi,318,47,0.249,0.449,-2.88,0.19,0.519,0.307,0.262,0.514,172.17
I008023,U0842,S0440,4,1,1,4,Tablet,126,46051.77953,4.8,0,29,Female,Classical,English,Song_0440,Artist_022,Country,Telugu,257,73,0.39,0.22,-7.23,0.11,0.076,0.053,0.384,0.381,95.71
I008024,U0216,S0406,2,0,1,4,Mobile,386,45774.38164,1.8,0,19,Female,Jazz,English,Song_0406,Artist_093,R&B,Hindi,336,93,0.652,0.519,-9.8,0.251,0.286,0.717,0.378,0.832,72.42
I008025,U0725,S0228,5,0,0,2,Desktop,759,45676.99034,3.9,0,25,Female,Indie,Hindi,Song_0228,Artist_098,Rock,Hindi,230,35,0.758,0.345,-4.36,0.206,0.735,0.385,0.091,0.794,62.94
I008026,U0816,S0236,2,0,0,4,Desktop,786,46052.33185,3.8,0,37,Female,R&B,Tamil,Song_0236,Artist_057,R&B,Spanish,352,50,0.307,0.909,-8.1,0.241,0.047,0.298,0.334,0.63,170.53
I008027,U0712,S0146,4,1,0,5,Mobile,716,46107.59512,7.5,1,36,Male,Pop,English,Song_0146,Artist_076,Country,English,183,15,0.396,0.785,-3.2,0.133,0.752,0.671,0.405,0.861,107.24
I008028,U0864,S0058,3,0,0,4,Web,690,45982.99108,4.3,0,25,Female,Pop,English,Song_0058,Artist_056,Jazz,English,170,98,0.508,0.814,-10.08,0.179,0.819,0.316,0.287,0.108,150.54
I008029,U0543,S0296,1,1,0,4,Mobile,283,45984.88154,5.3,1,40,Female,Pop,Spanish,Song_0296,Artist_083,Pop,Tamil,349,49,0.226,0.885,-7.57,0.048,0.492,0.819,0.161,0.609,115.25
I008030,U0802,S0241,6,1,0,5,Web,518,45905.0313,8.5,1,19,Male,Pop,Telugu,Song_0241,Artist_012,Pop,Hindi,306,76,0.46,0.588,-11.03,0.052,0.188,0.715,0.109,0.283,115
I008031,U0855,S0345,3,1,0,4,Mobile,563,46052.15714,6.3,1,58,Female,Jazz,Telugu,Song_0345,Artist_047,R&B,English,179,10,0.53,0.465,-14.54,0.291,0.543,0.308,0.756,0.815,93.88
I008032,U0985,S0287,3,1,0,4,Mobile,358,46006.7547,6.3,1,50,Male,Country,English,Song_0287,Artist_036,Lo-Fi,Telugu,326,68,0.255,0.524,-14.05,0.195,0.04,0.018,0.04,0.308,67.32
I008033,U0135,S0440,7,1,0,3,Web,397,45827.73943,7.6,0,42,Male,Indie,Hindi,Song_0440,Artist_022,Country,Telugu,257,73,0.39,0.22,-7.23,0.11,0.076,0.053,0.384,0.381,95.71
I008034,U0083,S0163,5,0,1,4,Web,405,46093.17914,3.3,0,41,Female,Country,English,Song_0163,Artist_042,Hip-Hop,English,329,16,0.54,0.39,-7.73,0.162,0.735,0.848,0.128,0.45,97.74
I008035,U0391,S0026,1,1,0,4,Mobile,847,45718.36539,5.3,1,37,Female,Lo-Fi,Hindi,Song_0026,Artist_004,Indie,Hindi,191,59,0.738,0.922,-6.42,0.234,0.56,0.04,0.671,0.544,61.64
I008036,U0047,S0452,3,0,1,4,Mobile,225,46176.09042,2.3,0,41,Female,Hip-Hop,Tamil,Song_0452,Artist_099,Lo-Fi,English,161,82,0.227,0.963,-3.91,0.175,0.128,0.159,0.077,0.401,92.39
I008037,U0392,S0106,3,1,0,4,Mobile,758,45973.66987,6.3,1,57,Female,Pop,Telugu,Song_0106,Artist_081,Indie,Hindi,360,29,0.864,0.364,-13.54,0.152,0.245,0.435,0.057,0.397,73.83
I008038,U0718,S0240,2,1,0,4,Mobile,38,45923.94458,5.8,1,20,Female,Pop,Hindi,Song_0240,Artist_062,Rock,Hindi,332,80,0.724,0.755,-12.39,0.216,0.914,0.535,0.526,0.562,179.79
I008039,U0385,S0340,2,0,0,5,Mobile,841,45841.09078,4.5,0,17,Male,Pop,English,Song_0340,Artist_035,Classical,English,303,42,0.462,0.163,-8.91,0.023,0.611,0.654,0.724,0.785,141.78
I008040,U0381,S0418,12,1,1,5,Mobile,729,46044.67863,9.5,0,38,Male,Classical,English,Song_0418,Artist_039,Electronic,English,164,84,0.971,0.708,-2.02,0.203,0.814,0.861,0.415,0.067,181.42
I008041,U0077,S0332,4,1,0,4,Mobile,343,45858.80178,6.8,1,55,Male,Hip-Hop,English,Song_0332,Artist_067,Electronic,Tamil,310,44,0.374,0.888,-8.52,0.273,0.317,0.883,0.42,0.566,88.33
I008042,U0259,S0400,6,1,0,4,Mobile,419,45790.03194,7.8,1,41,Female,Electronic,Telugu,Song_0400,Artist_005,Jazz,English,304,5,0.901,0.855,-7.35,0.298,0.421,0.548,0.624,0.977,113.33
I008043,U0949,S0379,4,1,0,5,Mobile,21,45720.18681,7.5,1,51,Male,Country,Telugu,Song_0379,Artist_070,Hip-Hop,Hindi,227,93,0.37,0.709,-3.1,0.295,0.577,0.117,0.599,0.97,69.09
I008044,U0604,S0042,6,1,1,4,Mobile,733,45791.16946,5.8,0,40,Female,Lo-Fi,Spanish,Song_0042,Artist_064,Hip-Hop,English,205,75,0.205,0.507,-3.46,0.262,0.427,0.393,0.394,0.852,87.7
I008045,U0934,S0133,4,0,1,4,Web,344,45685.70338,2.8,0,20,Female,R&B,Telugu,Song_0133,Artist_096,R&B,Spanish,229,75,0.555,0.667,-3.64,0.067,0.474,0.759,0.378,0.476,78.45
I008046,U0947,S0317,5,1,0,2,Tablet,793,46166.12843,5.9,0,52,Male,R&B,Telugu,Song_0317,Artist_056,Jazz,Hindi,335,37,0.911,0.267,-5.65,0.094,0.444,0.682,0.32,0.82,177.03
I008047,U0399,S0044,6,1,0,5,Tablet,304,45996.96427,8.5,1,59,Female,Jazz,English,Song_0044,Artist_040,Jazz,English,296,98,0.601,0.949,-10.63,0.258,0.624,0.034,0.729,0.657,108.78
I008048,U0100,S0035,5,1,0,4,Web,559,46210.89183,7.3,1,32,Male,Classical,English,Song_0035,Artist_031,Country,Tamil,187,27,0.283,0.254,-13.37,0.202,0.297,0.612,0.616,0.068,99.69
I008049,U0501,S0364,3,1,0,4,Mobile,49,45879.50594,6.3,1,38,Male,Jazz,English,Song_0364,Artist_084,Rock,Hindi,172,95,0.531,0.755,-6.69,0.188,0.768,0.657,0.21,0.528,127.3
I008050,U0383,S0347,5,1,0,2,Tablet,377,45729.72071,5.9,0,43,Female,R&B,English,Song_0347,Artist_087,Classical,Tamil,289,60,0.772,0.296,-4.77,0.26,0.061,0.523,0.51,0.516,103.79
I008051,U0707,S0384,8,0,0,2,Mobile,645,45723.92012,5.4,0,48,Male,Country,Hindi,Song_0384,Artist_018,Pop,Hindi,283,95,0.934,0.308,-14.16,0.134,0.89,0.811,0.225,0.358,145.42
I008052,U0192,S0001,4,1,0,4,Mobile,571,45877.24422,6.8,1,47,Female,Indie,Hindi,Song_0001,Artist_084,Classical,Hindi,277,1,0.346,0.732,-13.62,0.028,0.653,0.374,0.292,0.81,63.83
I008053,U0580,S0226,4,0,0,3,Mobile,324,46186.81273,4.1,0,27,Female,Lo-Fi,English,Song_0226,Artist_099,Indie,English,286,18,0.209,0.372,-8.83,0.108,0.8,0.82,0.406,0.376,106.58
I008054,U0901,S0299,4,1,0,5,Mobile,256,45932.7455,7.5,1,21,Female,R&B,Hindi,Song_0299,Artist_056,Country,English,266,85,0.815,0.624,-3.63,0.148,0.284,0.121,0.144,0.919,136.33
I008055,U0754,S0288,2,1,0,3,Desktop,490,45663.86825,5.1,0,30,Male,Indie,English,Song_0288,Artist_058,Indie,English,333,80,0.715,0.32,-2.88,0.057,0.693,0.725,0.162,0.547,113.56
I008056,U0602,S0236,2,1,1,3,Mobile,421,45735.55003,3.1,0,32,Other,Electronic,Telugu,Song_0236,Artist_057,R&B,Spanish,352,50,0.307,0.909,-8.1,0.241,0.047,0.298,0.334,0.63,170.53
I008057,U0345,S0359,11,0,0,5,Desktop,128,45729.55116,9,0,40,Male,Classical,English,Song_0359,Artist_066,R&B,Telugu,215,17,0.28,0.498,-3.45,0.066,0.693,0.092,0.123,0.365,140.86
I008058,U0010,S0447,2,1,0,2,Desktop,788,46044.18953,4.4,0,26,Male,R&B,Telugu,Song_0447,Artist_021,Hip-Hop,English,294,100,0.787,0.705,-14.22,0.228,0.884,0.605,0.351,0.959,174.68
I008059,U0264,S0033,3,1,0,3,Mobile,246,45756.79368,5.6,0,52,Male,Rock,Spanish,Song_0033,Artist_022,Classical,Hindi,271,48,0.293,0.925,-12.33,0.036,0.344,0.659,0.798,0.076,66.84
I008060,U0268,S0095,5,1,0,2,Mobile,783,45726.19476,5.9,0,50,Male,Hip-Hop,Hindi,Song_0095,Artist_048,Lo-Fi,English,230,34,0.974,0.273,-7.89,0.258,0.558,0.032,0.729,0.297,101.05
I008061,U0832,S0205,4,0,0,4,Tablet,65,46232.74767,4.8,0,45,Male,Indie,Telugu,Song_0205,Artist_021,Electronic,Hindi,352,5,0.662,0.303,-8.48,0.103,0.673,0.804,0.044,0.46,79.94
I008062,U0630,S0109,2,1,0,2,Tablet,895,46175.20771,4.4,0,43,Male,Pop,English,Song_0109,Artist_077,Indie,Hindi,194,58,0.644,0.191,-4.12,0.245,0.91,0.268,0.044,0.69,116.24
I008063,U0762,S0322,3,1,1,4,Tablet,613,45785.74403,4.3,0,49,Male,Pop,English,Song_0322,Artist_025,Country,Hindi,293,18,0.907,0.151,-14.68,0.198,0.104,0.003,0.299,0.865,85.96
I008064,U0571,S0030,4,1,0,5,Desktop,49,46144.66884,7.5,1,29,Male,Classical,Telugu,Song_0030,Artist_038,Country,Hindi,307,57,0.325,0.192,-11.11,0.126,0.077,0.079,0.031,0.187,137.56
I008065,U0195,S0266,7,1,0,3,Web,124,46182.04247,7.6,0,27,Male,R&B,English,Song_0266,Artist_011,Lo-Fi,English,228,71,0.976,0.778,-8.53,0.195,0.721,0.638,0.412,0.639,81.09
I008066,U0987,S0023,4,1,0,1,Mobile,60,46099.51477,4.7,0,55,Other,Jazz,English,Song_0023,Artist_036,Electronic,English,275,39,0.668,0.896,-4.65,0.26,0.152,0.704,0.684,0.365,169.4
I008067,U0562,S0097,8,1,0,4,Mobile,77,45789.60464,8.8,1,40,Female,Hip-Hop,English,Song_0097,Artist_016,Indie,English,219,8,0.376,0.302,-5.2,0.067,0.813,0.317,0.551,0.695,143.92
I008068,U0407,S0039,7,1,1,4,Mobile,79,45939.4944,6.3,0,45,Female,Classical,Hindi,Song_0039,Artist_096,Classical,English,333,32,0.237,0.448,-5.44,0.169,0.191,0.426,0.158,0.612,78.4
I008069,U0296,S0173,2,1,1,4,Mobile,761,45766.03116,3.8,0,48,Female,Lo-Fi,Spanish,Song_0173,Artist_077,Lo-Fi,English,358,90,0.502,0.448,-8.71,0.105,0.481,0.635,0.305,0.154,103.93
I008070,U0890,S0248,4,1,0,2,Desktop,412,45873.00119,5.4,0,56,Male,Pop,Telugu,Song_0248,Artist_017,Indie,Hindi,250,17,0.693,0.754,-14.08,0.04,0.147,0.236,0.296,0.594,115.53
I008071,U0097,S0379,5,1,0,4,Mobile,648,45865.57309,7.3,1,23,Female,Electronic,Tamil,Song_0379,Artist_070,Hip-Hop,Hindi,227,93,0.37,0.709,-3.1,0.295,0.577,0.117,0.599,0.97,69.09
I008072,U0462,S0413,4,1,1,5,Web,782,46059.90353,5.5,0,51,Female,Classical,English,Song_0413,Artist_051,Indie,English,218,99,0.73,0.95,-13.38,0.173,0.907,0.706,0.422,0.485,135.99
I008073,U0639,S0414,5,1,0,3,Desktop,363,45686.30628,6.6,0,36,Other,Lo-Fi,Hindi,Song_0414,Artist_030,Hip-Hop,English,172,40,0.385,0.746,-13.61,0.038,0.577,0.084,0.513,0.583,64.96
I008074,U0758,S0162,4,1,1,5,Web,590,45693.58256,5.5,0,17,Male,Country,Tamil,Song_0162,Artist_045,R&B,English,163,23,0.91,0.187,-2.38,0.185,0.832,0.411,0.659,0.179,87.35
I008075,U0087,S0180,4,1,0,5,Web,247,45799.10598,7.5,1,44,Male,Hip-Hop,English,Song_0180,Artist_046,Jazz,Telugu,341,54,0.869,0.196,-11.32,0.133,0.549,0.295,0.228,0.325,162.22
I008076,U0991,S0103,4,1,1,3,Mobile,469,45735.51826,4.1,0,26,Male,Rock,Spanish,Song_0103,Artist_096,Rock,English,331,54,0.837,0.966,-10.32,0.222,0.692,0.678,0.115,0.769,80.83
I008077,U0077,S0209,4,0,0,5,Mobile,600,45678.63132,5.5,0,55,Male,Hip-Hop,English,Song_0209,Artist_083,Indie,Hindi,325,51,0.812,0.214,-11.27,0.099,0.785,0.765,0.644,0.796,119.15
I008078,U0889,S0022,6,0,0,4,Mobile,867,45938.33043,5.8,0,57,Male,Lo-Fi,English,Song_0022,Artist_096,R&B,English,352,57,0.297,0.679,-7.87,0.211,0.598,0.292,0.274,0.197,83.45
I008079,U0716,S0005,5,0,1,4,Mobile,197,45734.98248,3.3,0,20,Female,Electronic,English,Song_0005,Artist_072,Pop,English,221,61,0.345,0.571,-3.4,0.259,0.555,0.508,0.669,0.558,139.9
I008080,U0483,S0139,5,0,0,3,Tablet,413,46223.6761,4.6,0,48,Female,Indie,English,Song_0139,Artist_006,Classical,Telugu,306,50,0.69,0.705,-12.28,0.041,0.713,0.245,0.233,0.607,95.89
I008081,U0146,S0214,5,1,1,3,Mobile,308,45818.22405,4.6,0,45,Female,Jazz,Hindi,Song_0214,Artist_095,Indie,English,322,18,0.464,0.75,-6.99,0.147,0.809,0.505,0.493,0.609,154.49
I008082,U0661,S0160,3,1,0,3,Tablet,23,45794.00493,5.6,0,31,Male,Lo-Fi,Hindi,Song_0160,Artist_004,Classical,Spanish,150,40,0.72,0.47,-5.71,0.262,0.791,0.48,0.595,0.64,69.27
I008083,U0111,S0408,3,0,0,4,Web,67,45709.20694,4.3,0,24,Male,Country,Hindi,Song_0408,Artist_073,Hip-Hop,English,160,97,0.338,0.235,-2.76,0.28,0.811,0.813,0.12,0.617,144.12
I008084,U0641,S0395,2,1,0,5,Mobile,40,45686.45331,6.5,1,36,Female,Electronic,Hindi,Song_0395,Artist_052,Electronic,Telugu,220,87,0.817,0.843,-7.16,0.028,0.878,0.797,0.442,0.121,148.57
I008085,U0765,S0139,4,1,0,5,Tablet,559,45993.14713,7.5,1,33,Female,Rock,English,Song_0139,Artist_006,Classical,Telugu,306,50,0.69,0.705,-12.28,0.041,0.713,0.245,0.233,0.607,95.89
I008086,U0678,S0145,8,0,0,5,Tablet,287,46210.71398,7.5,0,32,Female,R&B,English,Song_0145,Artist_059,Classical,English,306,99,0.829,0.912,-6.21,0.216,0.885,0.409,0.113,0.144,97
I008087,U0297,S0160,2,1,1,3,Web,208,46083.46668,3.1,0,29,Male,Electronic,English,Song_0160,Artist_004,Classical,Spanish,150,40,0.72,0.47,-5.71,0.262,0.791,0.48,0.595,0.64,69.27
I008088,U0426,S0083,6,1,0,4,Mobile,453,45719.42311,7.8,1,49,Female,Classical,Tamil,Song_0083,Artist_082,Pop,English,195,42,0.437,0.266,-3.52,0.291,0.584,0.235,0.614,0.644,118.27
I008089,U0649,S0155,1,0,0,4,Mobile,82,45801.58042,3.3,0,56,Male,Pop,English,Song_0155,Artist_041,Electronic,English,180,37,0.372,0.23,-12.13,0.147,0.439,0.787,0.474,0.07,89.34
I008090,U0791,S0288,2,1,0,5,Tablet,769,45901.96442,6.5,1,58,Male,Lo-Fi,Hindi,Song_0288,Artist_058,Indie,English,333,80,0.715,0.32,-2.88,0.057,0.693,0.725,0.162,0.547,113.56
