song_id,song_name,artist,genre,language,duration_sec,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo_bpm
S0424,Song_0424,Artist_061,Indie,Hindi,298,55,0.81,0.674,-10.25,0.125,0.64,0.216,0.143,0.367,120.63
S0425,Song_0425,Artist_054,Indie,English,221,87,0.359,0.286,-8.04,0.208,0.309,0.112,0.455,0.11,99.7
S0426,Song_0426,Artist_092,Jazz,Spanish,298,70,0.403,0.619,-4.75,0.04,0.368,0.528,0.61,0.217,115.79
S0427,Song_0427,Artist_094,Rock,English,270,77,0.272,0.568,-4.36,0.092,0.941,0.688,0.247,0.762,99.63
S0428,Song_0428,Artist_073,Hip-Hop,English,160,87,0.512,0.161,-2.55,0.22,0.243,0.894,0.198,0.509,93.34
S0429,Song_0429,Artist_095,Jazz,Hindi,315,73,0.527,0.451,-4.28,0.154,0.486,0.682,0.432,0.869,137.19
S0430,Song_0430,Artist_058,Electronic,Hindi,221,81,0.601,0.649,-7.66,0.133,0.804,0.714,0.15,0.419,62.05
S0431,Song_0431,Artist_085,Jazz,English,255,66,0.753,0.854,-12.66,0.062,0.235,0.555,0.543,0.3,93.74
S0432,Song_0432,Artist_056,Pop,English,274,19,0.907,0.888,-13.7,0.144,0.4,0.887,0.496,0.373,145.98
S0433,Song_0433,Artist_034,Indie,Telugu,184,83,0.307,0.552,-14.29,0.236,0.588,0.576,0.097,0.713,64.17
S0434,Song_0434,Artist_031,Pop,English,268,7,0.242,0.755,-6.34,0.094,0.462,0.774,0.058,0.566,70.82
S0435,Song_0435,Artist_052,Hip-Hop,Tamil,163,63,0.214,0.413,-4.5,0.022,0.442,0.851,0.508,0.891,98.14
S0436,Song_0436,Artist_089,Country,Hindi,163,42,0.312,0.434,-8.39,0.207,0.351,0.837,0.257,0.61,174.11
S0437,Song_0437,Artist_076,Country,English,159,42,0.713,0.311,-14.29,0.292,0.561,0.343,0.097,0.509,159.44
S0438,Song_0438,Artist_001,Electronic,Hindi,289,59,0.767,0.616,-8.04,0.19,0.597,0.071,0.615,0.781,62.88
S0439,Song_0439,Artist_055,Jazz,English,187,20,0.813,0.411,-2.84,0.054,0.624,0.155,0.272,0.931,125.22
S0440,Song_0440,Artist_022,Country,Telugu,257,73,0.39,0.22,-7.23,0.11,0.076,0.053,0.384,0.381,95.71
S0441,Song_0441,Artist_040,Classical,Hindi,268,17,0.439,0.719,-4.48,0.263,0.603,0.095,0.212,0.282,144.32
S0442,Song_0442,Artist_001,Classical,English,183,27,0.577,0.737,-4.6,0.085,0.906,0.166,0.513,0.623,153.8
S0443,Song_0443,Artist_065,Electronic,Hindi,318,47,0.249,0.449,-2.88,0.19,0.519,0.307,0.262,0.514,172.17
S0444,Song_0444,Artist_063,Lo-Fi,Spanish,159,2,0.677,0.214,-4.99,0.133,0.682,0.489,0.775,0.97,121.8
S0445,Song_0445,Artist_054,Indie,English,271,63,0.967,0.504,-5.28,0.078,0.533,0.641,0.571,0.48,189.28
S0446,Song_0446,Artist_042,Jazz,Spanish,294,62,0.481,0.517,-11.96,0.248,0.813,0.19,0.135,0.119,187.4
S0447,Song_0447,Artist_021,Hip-Hop,English,294,100,0.787,0.705,-14.22,0.228,0.884,0.605,0.351,0.959,174.68
S0448,Song_0448,Artist_079,R&B,English,344,19,0.59,0.412,-8.27,0.205,0.183,0.634,0.327,0.835,134.73
S0449,Song_0449,Artist_081,R&B,English,339,17,0.3,0.717,-13.38,0.086,0.421,0.503,0.441,0.216,111.74
S0450,Song_0450,Artist_022,R&B,English,264,69,0.654,0.873,-2.49,0.047,0.379,0.813,0.678,0.891,107.37
S0451,Song_0451,Artist_038,Country,English,150,39,0.434,0.347,-11.23,0.181,0.391,0.1,0.479,0.367,61.58
S0452,Song_0452,Artist_099,Lo-Fi,English,161,82,0.227,0.963,-3.91,0.175,0.128,0.159,0.077,0.401,92.39
S0453,Song_0453,Artist_080,Lo-Fi,Tamil,252,71,0.695,0.471,-9.96,0.073,0.775,0.386,0.535,0.893,153.45
S0454,Song_0454,Artist_008,Jazz,Tamil,153,81,0.87,0.372,-10.8,0.036,0.044,0.114,0.036,0.543,138.47
S0455,Song_0455,Artist_062,Jazz,Telugu,319,39,0.469,0.5,-2.84,0.043,0.507,0.51,0.631,0.178,179.13
S0456,Song_0456,Artist_047,Lo-Fi,English,290,36,0.504,0.228,-10.28,0.298,0.632,0.359,0.543,0.393,66.5
S0457,Song_0457,Artist_017,Electronic,English,247,40,0.895,0.254,-9.93,0.239,0.205,0.256,0.268,0.722,80.19
S0458,Song_0458,Artist_017,Jazz,English,255,45,0.835,0.494,-13.62,0.278,0.861,0.153,0.255,0.212,162.6
S0459,Song_0459,Artist_090,Electronic,Telugu,234,4,0.758,0.783,-6.28,0.075,0.798,0.302,0.645,0.599,106.61
S0460,Song_0460,Artist_013,Pop,Spanish,270,25,0.394,0.897,-11.25,0.289,0.453,0.547,0.633,0.697,75.38
S0461,Song_0461,Artist_017,Classical,English,281,69,0.91,0.702,-7.39,0.06,0.396,0.518,0.301,0.37,189.54
S0462,Song_0462,Artist_038,Indie,English,231,30,0.32,0.237,-7.31,0.163,0.232,0.147,0.26,0.695,162.34
S0463,Song_0463,Artist_081,Jazz,Hindi,346,76,0.689,0.708,-5.65,0.252,0.696,0.112,0.461,0.872,113.14
S0464,Song_0464,Artist_078,Lo-Fi,English,168,68,0.222,0.677,-5.31,0.118,0.134,0.024,0.036,0.489,167.04
S0465,Song_0465,Artist_045,Classical,English,279,88,0.702,0.819,-8.31,0.139,0.649,0.011,0.094,0.406,148.48
S0466,Song_0466,Artist_006,Classical,Hindi,161,29,0.416,0.835,-10.7,0.056,0.802,0.792,0.127,0.284,162.7
S0467,Song_0467,Artist_035,Rock,Telugu,230,73,0.551,0.871,-4.11,0.054,0.225,0.041,0.173,0.612,165.98
S0468,Song_0468,Artist_014,Lo-Fi,English,223,68,0.469,0.494,-10.97,0.193,0.824,0.658,0.424,0.868,71.01
S0469,Song_0469,Artist_072,Indie,English,247,51,0.335,0.729,-8.4,0.209,0.041,0.785,0.794,0.352,140.99
S0470,Song_0470,Artist_061,Lo-Fi,Spanish,155,24,0.685,0.373,-9.78,0.238,0.868,0.088,0.533,0.418,60.88
S0471,Song_0471,Artist_015,Jazz,English,285,14,0.888,0.979,-3.88,0.176,0.121,0.393,0.077,0.428,65.65
S0472,Song_0472,Artist_054,Hip-Hop,English,274,69,0.948,0.296,-9.39,0.201,0.617,0.866,0.435,0.572,177.52
S0473,Song_0473,Artist_027,Pop,English,200,18,0.35,0.158,-9.98,0.024,0.245,0.751,0.412,0.262,128.58
S0474,Song_0474,Artist_013,Electronic,English,160,42,0.76,0.274,-6.03,0.065,0.796,0.441,0.141,0.815,155.67
S0475,Song_0475,Artist_031,Hip-Hop,English,340,57,0.718,0.794,-7.17,0.296,0.492,0.686,0.739,0.325,169.01
S0476,Song_0476,Artist_035,Pop,Telugu,334,83,0.468,0.521,-13.61,0.041,0.137,0.75,0.369,0.706,183.45
S0477,Song_0477,Artist_060,Hip-Hop,English,276,12,0.215,0.521,-8.39,0.21,0.547,0.313,0.796,0.527,173.02
S0478,Song_0478,Artist_006,Electronic,English,289,82,0.738,0.943,-5.44,0.069,0.393,0.803,0.353,0.595,122.83
S0479,Song_0479,Artist_069,Country,Telugu,222,17,0.937,0.913,-2.1,0.221,0.632,0.423,0.498,0.217,103.68
S0480,Song_0480,Artist_086,Lo-Fi,Hindi,151,30,0.693,0.408,-6.82,0.218,0.839,0.475,0.111,0.734,80.08
S0481,Song_0481,Artist_058,Hip-Hop,Tamil,157,88,0.54,0.324,-10.19,0.086,0.395,0.9,0.38,0.225,112.04
S0482,Song_0482,Artist_049,Jazz,Tamil,288,75,0.61,0.854,-12.06,0.095,0.282,0.759,0.214,0.156,107.64
S0483,Song_0483,Artist_023,Indie,English,273,99,0.356,0.902,-3.65,0.203,0.024,0.326,0.673,0.558,132.74
S0484,Song_0484,Artist_089,R&B,Telugu,202,23,0.785,0.6,-4.41,0.129,0.55,0.009,0.634,0.71,146.52
S0485,Song_0485,Artist_034,Jazz,Hindi,159,81,0.782,0.672,-11.96,0.074,0.388,0.564,0.665,0.097,187.18
S0486,Song_0486,Artist_026,Electronic,Spanish,261,1,0.314,0.363,-12.39,0.225,0.362,0.634,0.587,0.115,154.69
S0487,Song_0487,Artist_047,Indie,Hindi,157,79,0.885,0.815,-5.7,0.063,0.182,0.586,0.671,0.796,143.69
S0488,Song_0488,Artist_005,Jazz,Spanish,185,32,0.41,0.675,-10.91,0.26,0.414,0.871,0.185,0.802,103.56
S0489,Song_0489,Artist_090,Classical,Telugu,255,9,0.966,0.568,-11.02,0.164,0.935,0.777,0.378,0.278,64.49
S0490,Song_0490,Artist_020,Lo-Fi,English,353,15,0.499,0.2,-13.02,0.05,0.29,0.404,0.563,0.622,97.46
S0491,Song_0491,Artist_006,Indie,Hindi,163,28,0.339,0.91,-11.57,0.214,0.574,0.057,0.521,0.462,159.9
S0492,Song_0492,Artist_070,Classical,Spanish,331,24,0.474,0.661,-9.44,0.165,0.74,0.428,0.582,0.638,86.69
S0493,Song_0493,Artist_059,Jazz,Tamil,235,60,0.543,0.31,-5.47,0.103,0.714,0.62,0.203,0.852,152.58
S0494,Song_0494,Artist_064,Pop,English,298,35,0.254,0.653,-10.63,0.138,0.319,0.547,0.106,0.124,135.37
S0495,Song_0495,Artist_018,Rock,Telugu,199,86,0.651,0.712,-10.73,0.104,0.584,0.484,0.736,0.774,82.34
S0496,Song_0496,Artist_004,Pop,English,316,27,0.666,0.586,-11.3,0.094,0.829,0.422,0.461,0.509,94.01
S0497,Song_0497,Artist_017,Lo-Fi,English,169,83,0.776,0.746,-8.78,0.066,0.025,0.264,0.148,0.575,124.52
S0498,Song_0498,Artist_014,Indie,English,236,76,0.223,0.633,-12.65,0.122,0.42,0.25,0.641,0.658,114.39
S0499,Song_0499,Artist_078,Indie,English,284,20,0.622,0.937,-8.69,0.09,0.221,0.45,0.734,0.908,161.21
S0500,Song_0500,Artist_013,Lo-Fi,Telugu,286,65,0.241,0.195,-5.85,0.211,0.375,0.145,0.161,0.103,155.47
